Year,Award,Movie,Nominee,Winner
2015,FILM EDITING,Joel Cox and Gary D. Roach,American Sniper,0
2015,FILM EDITING,Sandra Adair,Boyhood,0
2015,FILM EDITING,Barney Pilling,The Grand Budapest Hotel,0
2015,FILM EDITING,William Goldenberg,The Imitation Game,0
2015,FOREIGN LANGUAGE FILM,Poland,Ida,1
2015,FOREIGN LANGUAGE FILM,Russia,Leviathan,0
2015,FOREIGN LANGUAGE FILM,Estonia,Tangerines,0
2015,FOREIGN LANGUAGE FILM,Mauritania,Timbuktu,0
2015,FOREIGN LANGUAGE FILM,Argentina,Wild Tales,0
2015,MAKEUP AND HAIRSTYLING,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,1
2015,MAKEUP AND HAIRSTYLING,Bill Corso and Dennis Liddiard,Foxcatcher,0
2015,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,Guardians of the Galaxy,0
2015,MUSIC (ORIGINAL SCORE),Alexandre Desplat,The Grand Budapest Hotel,1
2015,MUSIC (ORIGINAL SCORE),Alexandre Desplat,The Imitation Game,0
2015,MUSIC (ORIGINAL SCORE),Hans Zimmer,Interstellar,0
2015,MUSIC (ORIGINAL SCORE),Gary Yershon,Mr. Turner,0
2015,MUSIC (ORIGINAL SCORE),Jóhann Jóhannsson,The Theory of Everything,0
2015,MUSIC (ORIGINAL SONG),“Glory” from Selma; Music and Lyric by John Stephens and Lonnie Lynn,Selma,1
2015,MUSIC (ORIGINAL SONG),“Everything Is Awesome” from The Lego Movie; Music and Lyric by Shawn Patterson,The Lego Movie,0
2015,MUSIC (ORIGINAL SONG),“Grateful” from Beyond the Lights; Music and Lyric by Diane Warren,Beyond the Lights,0
2015,MUSIC (ORIGINAL SONG),“I’m Not Gonna Miss You” from Glen Campbell…I’ll Be Me; Music and Lyric by Glen Campbell and Julian Raymond,Glen Campbell…I’ll Be Me,0
2015,MUSIC (ORIGINAL SONG),“Lost Stars” from Begin Again; Music and Lyric by Gregg Alexander and Danielle Brisebois,Begin Again,0
2015,BEST PICTURE,Alejandro G. Iñárritu  John Lesher and James W. Skotchdopole  Producers,Birdman or (The Unexpected Virtue of Ignorance),1
2015,BEST PICTURE,Clint Eastwood  Robert Lorenz  Andrew Lazar  Bradley Cooper and Peter Morgan  Producers,American Sniper,0
2015,BEST PICTURE,Richard Linklater and Cathleen Sutherland  Producers,Boyhood,0
2015,BEST PICTURE,Wes Anderson  Scott Rudin  Steven Rales and Jeremy Dawson  Producers,The Grand Budapest Hotel,0
2015,BEST PICTURE,Nora Grossman  Ido Ostrowsky and Teddy Schwarzman  Producers,The Imitation Game,0
2015,BEST PICTURE,Christian Colson  Oprah Winfrey  Dede Gardner and Jeremy Kleiner  Producers,Selma,0
2015,BEST PICTURE,Tim Bevan  Eric Fellner  Lisa Bruce and Anthony McCarten  Producers,The Theory of Everything,0
2015,BEST PICTURE,Jason Blum  Helen Estabrook and David Lancaster  Producers,Whiplash,0
2015,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,1
2015,PRODUCTION DESIGN,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,The Imitation Game,0
2015,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Interstellar,0
2015,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock,Into the Woods,0
2015,PRODUCTION DESIGN,Production Design: Suzie Davies; Set Decoration: Charlotte Watts,Mr. Turner,0
2015,SHORT FILM (ANIMATED),Patrick Osborne and Kristina Reed,Feast,1
2015,SHORT FILM (ANIMATED),Daisy Jacobs and Christopher Hees,The Bigger Picture,0
2015,SHORT FILM (ANIMATED),Robert Kondo and Dice Tsutsumi,The Dam Keeper,0
2015,SHORT FILM (ANIMATED),Torill Kove,Me and My Moulton,0
2015,SHORT FILM (ANIMATED),Joris Oprins,A Single Life,0
2015,SHORT FILM (LIVE ACTION),Mat Kirkby and James Lucas,The Phone Call,1
2015,SHORT FILM (LIVE ACTION),Oded Binnun and Mihal Brezis,Aya,0
2015,SHORT FILM (LIVE ACTION),Michael Lennox and Ronan Blaney,Boogaloo and Graham,0
2015,SHORT FILM (LIVE ACTION),Hu Wei and Julien Féret,Butter Lamp (La Lampe Au Beurre De Yak),0
2015,SHORT FILM (LIVE ACTION),Talkhon Hamzavi and Stefan Eichenberger,Parvaneh,0
2015,SOUND EDITING,Alan Robert Murray and Bub Asman,American Sniper,1
2015,SOUND EDITING,Martín Hernández and Aaron Glascock,Birdman or (The Unexpected Virtue of Ignorance),0
2015,SOUND EDITING,Brent Burge and Jason Canovas,The Hobbit: The Battle of the Five Armies,0
2015,SOUND EDITING,Richard King,Interstellar,0
2015,SOUND EDITING,Becky Sullivan and Andrew DeCristofaro,Unbroken,0
2015,SOUND MIXING,Craig Mann  Ben Wilkins and Thomas Curley,Whiplash,1
2015,SOUND MIXING,John Reitz  Gregg Rudloff and Walt Martin,American Sniper,0
2015,SOUND MIXING,Jon Taylor  Frank A. Montaño and Thomas Varga,Birdman or (The Unexpected Virtue of Ignorance),0
2015,SOUND MIXING,Gary A. Rizzo  Gregg Landaker and Mark Weingarten,Interstellar,0
2015,SOUND MIXING,Jon Taylor  Frank A. Montaño and David Lee,Unbroken,0
2015,VISUAL EFFECTS,Paul Franklin  Andrew Lockley  Ian Hunter and Scott Fisher,Interstellar,1
2015,VISUAL EFFECTS,Dan DeLeeuw  Russell Earl  Bryan Grill and Dan Sudick,Captain America: The Winter Soldier,0
2015,VISUAL EFFECTS,Joe Letteri  Dan Lemmon  Daniel Barrett and Erik Winquist,Dawn of the Planet of the Apes,0
2015,VISUAL EFFECTS,Stephane Ceretti  Nicolas Aithadi  Jonathan Fawkner and Paul Corbould,Guardians of the Galaxy,0
2015,VISUAL EFFECTS,Richard Stammers  Lou Pecora  Tim Crosbie and Cameron Waldbauer,X-Men: Days of Future Past,0
2015,WRITING (ADAPTED SCREENPLAY),Written by Graham Moore,The Imitation Game,1
2015,WRITING (ADAPTED SCREENPLAY),Written by Jason Hall,American Sniper,0
2015,WRITING (ADAPTED SCREENPLAY),Written for the screen by Paul Thomas Anderson,Inherent Vice,0
2015,WRITING (ADAPTED SCREENPLAY),Screenplay by Anthony McCarten,The Theory of Everything,0
2015,WRITING (ADAPTED SCREENPLAY),Written by Damien Chazelle,Whiplash,0
2015,WRITING (ORIGINAL SCREENPLAY),Written by Alejandro G. Iñárritu  Nicolás Giacobone  Alexander Dinelaris  Jr. & Armando Bo,Birdman or (The Unexpected Virtue of Ignorance),1
2015,WRITING (ORIGINAL SCREENPLAY),Written by Richard Linklater,Boyhood,0
2015,WRITING (ORIGINAL SCREENPLAY),Written by E. Max Frye and Dan Futterman,Foxcatcher,0
2015,WRITING (ORIGINAL SCREENPLAY),Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,The Grand Budapest Hotel,0
2015,WRITING (ORIGINAL SCREENPLAY),Written by Dan Gilroy,Nightcrawler,0
2016,ACTOR IN A LEADING ROLE,The Revenant,Leonardo DiCaprio,1
2016,ACTOR IN A LEADING ROLE,Trumbo,Bryan Cranston,0
2016,ACTOR IN A LEADING ROLE,The Martian,Matt Damon,0
2016,ACTOR IN A LEADING ROLE,Steve Jobs,Michael Fassbender,0
2016,ACTOR IN A LEADING ROLE,The Danish Girl,Eddie Redmayne,0
2016,ACTOR IN A SUPPORTING ROLE,Bridge of Spies,Mark Rylance,1
2016,ACTOR IN A SUPPORTING ROLE,The Big Short,Christian Bale,0
2016,ACTOR IN A SUPPORTING ROLE,The Revenant,Tom Hardy,0
2016,ACTOR IN A SUPPORTING ROLE,Spotlight,Mark Ruffalo,0
2016,ACTOR IN A SUPPORTING ROLE,Creed,Sylvester Stallone,0
2016,ACTRESS IN A LEADING ROLE,Room,Brie Larson,1
2016,ACTRESS IN A LEADING ROLE,Carol,Cate Blanchett,0
2016,ACTRESS IN A LEADING ROLE,Joy,Jennifer Lawrence,0
2016,ACTRESS IN A LEADING ROLE,45 Years,Charlotte Rampling,0
2016,ACTRESS IN A LEADING ROLE,Brooklyn,Saoirse Ronan,0
2016,ACTRESS IN A SUPPORTING ROLE,The Danish Girl,Alicia Vikander,1
2016,ACTRESS IN A SUPPORTING ROLE,The Hateful Eight,Jennifer Jason Leigh,0
2016,ACTRESS IN A SUPPORTING ROLE,Carol,Rooney Mara,0
2016,ACTRESS IN A SUPPORTING ROLE,Spotlight,Rachel McAdams,0
2016,ACTRESS IN A SUPPORTING ROLE,Steve Jobs,Kate Winslet,0
2016,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,1
2016,ANIMATED FEATURE FILM,Charlie Kaufman  Duke Johnson and Rosa Tran,Anomalisa,0
2016,ANIMATED FEATURE FILM,Alê Abreu,Boy and the World,0
2016,ANIMATED FEATURE FILM,Mark Burton and Richard Starzak,Shaun the Sheep Movie,0
2016,ANIMATED FEATURE FILM,Hiromasa Yonebayashi and Yoshiaki Nishimura,When Marnie Was There,0
2016,CINEMATOGRAPHY,Emmanuel Lubezki,The Revenant,1
2016,CINEMATOGRAPHY,Ed Lachman,Carol,0
2016,CINEMATOGRAPHY,Robert Richardson,The Hateful Eight,0
2016,CINEMATOGRAPHY,John Seale,Mad Max: Fury Road,0
2016,CINEMATOGRAPHY,Roger Deakins,Sicario,0
2016,COSTUME DESIGN,Jenny Beavan,Mad Max: Fury Road,1
2016,COSTUME DESIGN,Sandy Powell,Carol,0
2016,COSTUME DESIGN,Sandy Powell,Cinderella,0
2016,COSTUME DESIGN,Paco Delgado,The Danish Girl,0
2016,COSTUME DESIGN,Jacqueline West,The Revenant,0
2016,DIRECTING,Alejandro G. Iñárritu,The Revenant,1
2016,DIRECTING,Adam McKay,The Big Short,0
2016,DIRECTING,George Miller,Mad Max: Fury Road,0
2016,DIRECTING,Lenny Abrahamson,Room,0
2016,DIRECTING,Tom McCarthy,Spotlight,0
2016,DOCUMENTARY (FEATURE),Asif Kapadia and James Gay-Rees,Amy,1
2016,DOCUMENTARY (FEATURE),Matthew Heineman and Tom Yellin,Cartel Land,0
2016,DOCUMENTARY (FEATURE),Joshua Oppenheimer and Signe Byrge Sørensen,The Look of Silence,0
2016,DOCUMENTARY (FEATURE),Liz Garbus  Amy Hobby and Justin Wilkes,What Happened| Miss Simone?,0
2016,DOCUMENTARY (FEATURE),Evgeny Afineevsky and Den Tolmor,Winter on Fire: Ukraine’s Fight for Freedom,0
2016,DOCUMENTARY (SHORT SUBJECT),Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,1
2016,DOCUMENTARY (SHORT SUBJECT),David Darg and Bryn Mooser,Body Team 12,0
2016,DOCUMENTARY (SHORT SUBJECT),Courtney Marsh and Jerry Franck,Chau| beyond the Lines,0
2016,DOCUMENTARY (SHORT SUBJECT),Adam Benzine,Claude Lanzmann: Spectres of the Shoah,0
2016,DOCUMENTARY (SHORT SUBJECT),Dee Hibbert-Jones and Nomi Talisman,Last Day of Freedom,0
2016,FILM EDITING,Margaret Sixel,Mad Max: Fury Road,1
2016,FILM EDITING,Hank Corwin,The Big Short,0
2016,FILM EDITING,Stephen Mirrione,The Revenant,0
2016,FILM EDITING,Tom McArdle,Spotlight,0
2016,FILM EDITING,Maryann Brandon and Mary Jo Markey,Star Wars: The Force Awakens,0
2016,FOREIGN LANGUAGE FILM,Hungary,Son of Saul,1
2016,FOREIGN LANGUAGE FILM,Colombia,Embrace of the Serpent,0
2016,FOREIGN LANGUAGE FILM,France,Mustang,0
2016,FOREIGN LANGUAGE FILM,Jordan,Theeb,0
2016,FOREIGN LANGUAGE FILM,Denmark,A War,0
2016,MAKEUP AND HAIRSTYLING,Lesley Vanderwalt  Elka Wardega and Damian Martin,Mad Max: Fury Road,1
2016,MAKEUP AND HAIRSTYLING,Love Larson and Eva von Bahr,The 100-Year-Old Man Who Climbed out the Window and Disappeared,0
2016,MAKEUP AND HAIRSTYLING,Siân Grigg  Duncan Jarman and Robert Pandini,The Revenant,0
2016,MUSIC (ORIGINAL SCORE),Ennio Morricone,The Hateful Eight,1
2016,MUSIC (ORIGINAL SCORE),Thomas Newman,Bridge of Spies,0
2016,MUSIC (ORIGINAL SCORE),Carter Burwell,Carol,0
2016,MUSIC (ORIGINAL SCORE),Jóhann Jóhannsson,Sicario,0
2016,MUSIC (ORIGINAL SCORE),John Williams,Star Wars: The Force Awakens,0
2016,MUSIC (ORIGINAL SONG),“Writing’s On The Wall” from Spectre; Music and Lyric by Jimmy Napes and Sam Smith,Spectre,1
2016,MUSIC (ORIGINAL SONG),“Earned It” from Fifty Shades of Grey; Music and Lyric by The Weeknd  Ahmad Balshe  Jason Quenneville and Stephan Moccio,Fifty Shades of Grey,0
2016,MUSIC (ORIGINAL SONG),“Manta Ray” from Racing Extinction; Music by J. Ralph  Lyric by Anohni,Racing Extinction,0
2016,MUSIC (ORIGINAL SONG),“Simple Song #3” from Youth; Music and Lyric by David Lang,Youth,0
2016,MUSIC (ORIGINAL SONG),“Til It Happens To You” from The Hunting Ground; Music and Lyric by Diane Warren and Lady Gaga,The Hunting Ground,0
2016,BEST PICTURE,Michael Sugar  Steve Golin  Nicole Rocklin and Blye Pagon Faust  Producers,Spotlight,1
2016,BEST PICTURE,Brad Pitt  Dede Gardner and Jeremy Kleiner  Producers,The Big Short,0
2016,BEST PICTURE,Steven Spielberg  Marc Platt and Kristie Macosko Krieger  Producers,Bridge of Spies,0
2016,BEST PICTURE,Finola Dwyer and Amanda Posey  Producers,Brooklyn,0
2016,BEST PICTURE,Doug Mitchell and George Miller  Producers,Mad Max: Fury Road,0
2016,BEST PICTURE,Simon Kinberg  Ridley Scott  Michael Schaefer and Mark Huffam  Producers,The Martian,0
2016,BEST PICTURE,Arnon Milchan  Steve Golin  Alejandro G. Iñárritu  Mary Parent and Keith Redmon  Producers,The Revenant,0
2016,BEST PICTURE,Ed Guiney  Producer,Room,0
2016,PRODUCTION DESIGN,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,1
2016,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,Bridge of Spies,0
2016,PRODUCTION DESIGN,Production Design: Eve Stewart; Set Decoration: Michael Standish,The Danish Girl,0
2016,PRODUCTION DESIGN,Production Design: Arthur Max; Set Decoration: Celia Bobak,The Martian,0
2016,PRODUCTION DESIGN,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,The Revenant,0
2016,SHORT FILM (ANIMATED),Gabriel Osorio and Pato Escala,Bear Story,1
2016,SHORT FILM (ANIMATED),Richard Williams and Imogen Sutton,Prologue,0
2016,SHORT FILM (ANIMATED),Sanjay Patel and Nicole Grindle,Sanjay’s Super Team,0
2016,SHORT FILM (ANIMATED),Konstantin Bronzit,We Can’t Live without Cosmos,0
2016,SHORT FILM (ANIMATED),Don Hertzfeldt,World of Tomorrow,0
2016,SHORT FILM (LIVE ACTION),Benjamin Cleary and Serena Armitage,Stutterer,1
2016,SHORT FILM (LIVE ACTION),Basil Khalil and Eric Dupont,Ave Maria,0
2016,SHORT FILM (LIVE ACTION),Henry Hughes,Day One,0
2016,SHORT FILM (LIVE ACTION),Patrick Vollrath,Everything Will Be Okay (Alles Wird Gut),0
2016,SHORT FILM (LIVE ACTION),Jamie Donoughue,Shok,0
2016,SOUND EDITING,Mark Mangini and David White,Mad Max: Fury Road,1
2016,SOUND EDITING,Oliver Tarney,The Martian,0
2016,SOUND EDITING,Martin Hernandez and Lon Bender,The Revenant,0
2016,SOUND EDITING,Alan Robert Murray,Sicario,0
2016,SOUND EDITING,Matthew Wood and David Acord,Star Wars: The Force Awakens,0
2016,SOUND MIXING,Chris Jenkins  Gregg Rudloff and Ben Osmo,Mad Max: Fury Road,1
2016,SOUND MIXING,Andy Nelson  Gary Rydstrom and Drew Kunin,Bridge of Spies,0
2016,SOUND MIXING,Paul Massey  Mark Taylor and Mac Ruth,The Martian,0
2016,SOUND MIXING,Jon Taylor  Frank A. Montaño  Randy Thom and Chris Duesterdiek,The Revenant,0
2016,SOUND MIXING,Andy Nelson  Christopher Scarabosio and Stuart Wilson,Star Wars: The Force Awakens,0
2016,VISUAL EFFECTS,Andrew Whitehurst  Paul Norris  Mark Ardington and Sara Bennett,Ex Machina,1
2016,VISUAL EFFECTS,Andrew Jackson  Tom Wood  Dan Oliver and Andy Williams,Mad Max: Fury Road,0
2016,VISUAL EFFECTS,Richard Stammers  Anders Langlands  Chris Lawrence and Steven Warner,The Martian,0
2016,VISUAL EFFECTS,Rich McBride  Matthew Shumway  Jason Smith and Cameron Waldbauer,The Revenant,0
2016,VISUAL EFFECTS,Roger Guyett  Patrick Tubach  Neal Scanlan and Chris Corbould,Star Wars: The Force Awakens,0
2016,WRITING (ADAPTED SCREENPLAY),Screenplay by Charles Randolph and Adam McKay,The Big Short,1
2016,WRITING (ADAPTED SCREENPLAY),Screenplay by Nick Hornby,Brooklyn,0
2016,WRITING (ADAPTED SCREENPLAY),Screenplay by Phyllis Nagy,Carol,0
2016,WRITING (ADAPTED SCREENPLAY),Screenplay by Drew Goddard,The Martian,0
2016,WRITING (ADAPTED SCREENPLAY),Screenplay by Emma Donoghue,Room,0
2016,WRITING (ORIGINAL SCREENPLAY),Written by Josh Singer & Tom McCarthy,Spotlight,1
2016,WRITING (ORIGINAL SCREENPLAY),Written by Matt Charman and Ethan Coen & Joel Coen,Bridge of Spies,0
2016,WRITING (ORIGINAL SCREENPLAY),Written by Alex Garland,Ex Machina,0
2016,WRITING (ORIGINAL SCREENPLAY),Screenplay by Pete Docter  Meg LeFauve  Josh Cooley; Original story by Pete Docter  Ronnie del Carmen,Inside Out,0
2016,WRITING (ORIGINAL SCREENPLAY),Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,Straight Outta Compton,0
2017,ACTOR IN A LEADING ROLE,Manchester by the Sea,Casey Affleck,1
2017,ACTOR IN A LEADING ROLE,Hacksaw Ridge,Andrew Garfield,0
2017,ACTOR IN A LEADING ROLE,La La Land,Ryan Gosling,0
2017,ACTOR IN A LEADING ROLE,Captain Fantastic,Viggo Mortensen,0
2017,ACTOR IN A LEADING ROLE,Fences,Denzel Washington,0
2017,ACTOR IN A SUPPORTING ROLE,Moonlight,Mahershala Ali,1
2017,ACTOR IN A SUPPORTING ROLE,Hell or High Water,Jeff Bridges,0
2017,ACTOR IN A SUPPORTING ROLE,Manchester by the Sea,Lucas Hedges,0
2017,ACTOR IN A SUPPORTING ROLE,Lion,Dev Patel,0
2017,ACTOR IN A SUPPORTING ROLE,Nocturnal Animals,Michael Shannon,0
2017,ACTRESS IN A LEADING ROLE,La La Land,Emma Stone,1
2017,ACTRESS IN A LEADING ROLE,Elle,Isabelle Huppert,0
2017,ACTRESS IN A LEADING ROLE,Loving,Ruth Negga,0
2017,ACTRESS IN A LEADING ROLE,Jackie,Natalie Portman,0
2017,ACTRESS IN A LEADING ROLE,Florence Foster Jenkins,Meryl Streep,0
2017,ACTRESS IN A SUPPORTING ROLE,Fences,Viola Davis,1
2017,ACTRESS IN A SUPPORTING ROLE,Moonlight,Naomie Harris,0
2017,ACTRESS IN A SUPPORTING ROLE,Lion,Nicole Kidman,0
2017,ACTRESS IN A SUPPORTING ROLE,Hidden Figures,Octavia Spencer,0
2017,ACTRESS IN A SUPPORTING ROLE,Manchester by the Sea,Michelle Williams,0
2017,ANIMATED FEATURE FILM,Byron Howard  Rich Moore and Clark Spencer,Zootopia,1
2017,ANIMATED FEATURE FILM,Travis Knight and Arianne Sutner,Kubo and the Two Strings,0
2017,ANIMATED FEATURE FILM,John Musker  Ron Clements and Osnat Shurer,Moana,0
2017,ANIMATED FEATURE FILM,Claude Barras and Max Karli,My Life as a Zucchini,0
2017,ANIMATED FEATURE FILM,Michael Dudok de Wit and Toshio Suzuki,The Red Turtle,0
2017,CINEMATOGRAPHY,Linus Sandgren,La La Land,1
2017,CINEMATOGRAPHY,Bradford Young,Arrival,0
2017,CINEMATOGRAPHY,Greig Fraser,Lion,0
2017,CINEMATOGRAPHY,James Laxton,Moonlight,0
2017,CINEMATOGRAPHY,Rodrigo Prieto,Silence,0
2017,COSTUME DESIGN,Colleen Atwood,Fantastic Beasts and Where to Find Them,1
2017,COSTUME DESIGN,Joanna Johnston,Allied,0
2017,COSTUME DESIGN,Consolata Boyle,Florence Foster Jenkins,0
2017,COSTUME DESIGN,Madeline Fontaine,Jackie,0
2017,COSTUME DESIGN,Mary Zophres,La La Land,0
2017,DIRECTING,Damien Chazelle,La La Land,1
2017,DIRECTING,Denis Villeneuve,Arrival,0
2017,DIRECTING,Mel Gibson,Hacksaw Ridge,0
2017,DIRECTING,Kenneth Lonergan,Manchester by the Sea,0
2017,DIRECTING,Barry Jenkins,Moonlight,0
2017,DOCUMENTARY (FEATURE),Ezra Edelman and Caroline Waterlow,O.J.: Made in America,1
2017,DOCUMENTARY (FEATURE),Gianfranco Rosi and Donatella Palermo,Fire at Sea,0
2017,DOCUMENTARY (FEATURE),Raoul Peck  Rémi Grellety and Hébert Peck,I Am Not Your Negro,0
2017,DOCUMENTARY (FEATURE),Roger Ross Williams and Julie Goldman,Life| Animated,0
2017,DOCUMENTARY (FEATURE),Ava DuVernay  Spencer Averick and Howard Barish,13th,0
2017,DOCUMENTARY (SHORT SUBJECT),Orlando von Einsiedel and Joanna Natasegara,The White Helmets,1
2017,DOCUMENTARY (SHORT SUBJECT),Dan Krauss,Extremis,0
2017,DOCUMENTARY (SHORT SUBJECT),Daphne Matziaraki,4.1 Miles,0
2017,DOCUMENTARY (SHORT SUBJECT),Kahane Cooperman and Raphaela Neihausen,Joe's Violin,0
2017,DOCUMENTARY (SHORT SUBJECT),Marcel Mettelsiefen and Stephen Ellis,Watani: My Homeland,0
2017,FILM EDITING,John Gilbert,Hacksaw Ridge,1
2017,FILM EDITING,Joe Walker,Arrival,0
2017,FILM EDITING,Jake Roberts,Hell or High Water,0
2017,FILM EDITING,Tom Cross,La La Land,0
2017,FILM EDITING,Nat Sanders and Joi McMillon,Moonlight,0
2017,FOREIGN LANGUAGE FILM,Iran,The Salesman,1
2017,FOREIGN LANGUAGE FILM,Denmark,Land of Mine,0
2017,FOREIGN LANGUAGE FILM,Sweden,A Man Called Ove,0
2017,FOREIGN LANGUAGE FILM,Australia,Tanna,0
2017,FOREIGN LANGUAGE FILM,Germany,Toni Erdmann,0
2017,MAKEUP AND HAIRSTYLING,Alessandro Bertolazzi  Giorgio Gregorini and Christopher Nelson,Suicide Squad,1
2017,MAKEUP AND HAIRSTYLING,Eva von Bahr and Love Larson,A Man Called Ove,0
2017,MAKEUP AND HAIRSTYLING,Joel Harlow and Richard Alonzo,Star Trek Beyond,0
2017,MUSIC (ORIGINAL SCORE),Justin Hurwitz,La La Land,1
2017,MUSIC (ORIGINAL SCORE),Mica Levi,Jackie,0
2017,MUSIC (ORIGINAL SCORE),Dustin O'Halloran and Hauschka,Lion,0
2017,MUSIC (ORIGINAL SCORE),Nicholas Britell,Moonlight,0
2017,MUSIC (ORIGINAL SCORE),Thomas Newman,Passengers,0
2017,MUSIC (ORIGINAL SONG),from La La Land; Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,City of Stars,1
2017,MUSIC (ORIGINAL SONG),from La La Land; Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,Audition (The Fools Who Dream),0
2017,MUSIC (ORIGINAL SONG),from Trolls; Music and Lyric by Justin Timberlake  Max Martin and Karl Johan Schuster,Can't Stop The Feeling,0
2017,MUSIC (ORIGINAL SONG),from Jim: The James Foley Story; Music and Lyric by J. Ralph and Sting,The Empty Chair,0
2017,MUSIC (ORIGINAL SONG),from Moana; Music and Lyric by Lin-Manuel Miranda,How Far I'll Go,0
2017,BEST PICTURE,Adele Romanski  Dede Gardner and Jeremy Kleiner  Producers,Moonlight,1
2017,BEST PICTURE,Shawn Levy  Dan Levine  Aaron Ryder and David Linde  Producers,Arrival,0
2017,BEST PICTURE,Scott Rudin  Denzel Washington and Todd Black  Producers,Fences,0
2017,BEST PICTURE,Bill Mechanic and David Permut  Producers,Hacksaw Ridge,0
2017,BEST PICTURE,Carla Hacken and Julie Yorn  Producers,Hell or High Water,0
2017,BEST PICTURE,Donna Gigliotti  Peter Chernin  Jenno Topping  Pharrell Williams and Theodore Melfi  Producers,Hidden Figures,0
2017,BEST PICTURE,Fred Berger  Jordan Horowitz and Marc Platt  Producers,La La Land,0
2017,BEST PICTURE,Emile Sherman  Iain Canning and Angie Fielder  Producers,Lion,0
2017,BEST PICTURE,Matt Damon  Kimberly Steward  Chris Moore  Lauren Beck and Kevin J. Walsh  Producers,Manchester by the Sea,0
2017,PRODUCTION DESIGN,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,La La Land,1
2017,PRODUCTION DESIGN,Production Design: Patrice Vermette; Set Decoration: Paul Hotte,Arrival,0
2017,PRODUCTION DESIGN,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,Fantastic Beasts and Where to Find Them,0
2017,PRODUCTION DESIGN,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,Hail| Caesar!,0
2017,PRODUCTION DESIGN,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,Passengers,0
2017,SHORT FILM (ANIMATED),Alan Barillaro and Marc Sondheimer,Piper,1
2017,SHORT FILM (ANIMATED),Theodore Ushev,Blind Vaysha,0
2017,SHORT FILM (ANIMATED),Andrew Coats and Lou Hamou-Lhadj,Borrowed Time,0
2017,SHORT FILM (ANIMATED),Robert Valley and Cara Speller,Pear Cider and Cigarettes,0
2017,SHORT FILM (ANIMATED),Patrick Osborne,Pearl,0
2017,SHORT FILM (LIVE ACTION),Kristof Deák and Anna Udvardy,Sing,1
2017,SHORT FILM (LIVE ACTION),Sélim Azzazi,Ennemis Intérieurs,0
2017,SHORT FILM (LIVE ACTION),Timo von Gunten and Giacun Caduff,La Femme et le TGV,0
2017,SHORT FILM (LIVE ACTION),Aske Bang and Kim Magnusson,Silent Nights,0
2017,SHORT FILM (LIVE ACTION),Juanjo Giménez,Timecode,0
2017,SOUND EDITING,Sylvain Bellemare,Arrival,1
2017,SOUND EDITING,Wylie Stateman and Renée Tondelli,Deepwater Horizon,0
2017,SOUND EDITING,Robert Mackenzie and Andy Wright,Hacksaw Ridge,0
2017,SOUND EDITING,Ai-Ling Lee and Mildred Iatrou Morgan,La La Land,0
2017,SOUND EDITING,Alan Robert Murray and Bub Asman,Sully,0
2017,SOUND MIXING,Kevin O’Connell  Andy Wright  Robert Mackenzie and Peter Grace,Hacksaw Ridge,1
2017,SOUND MIXING,Bernard Gariépy Strobl and Claude La Haye,Arrival,0
2017,SOUND MIXING,Andy Nelson  Ai-Ling Lee and Steve A. Morrow,La La Land,0
2017,SOUND MIXING,David Parker  Christopher Scarabosio and Stuart Wilson,Rogue One: A Star Wars Story,0
2017,SOUND MIXING,Gary Summers  Jeffrey J. Haboush and Mac Ruth,13 Hours: The Secret Soldiers of Benghazi,0
2017,VISUAL EFFECTS,Robert Legato  Adam Valdez  Andrew R. Jones and Dan Lemmon,The Jungle Book,1
2017,VISUAL EFFECTS,Craig Hammack  Jason Snell  Jason Billington and Burt Dalton,Deepwater Horizon,0
2017,VISUAL EFFECTS,Stephane Ceretti  Richard Bluff  Vincent Cirelli and Paul Corbould,Doctor Strange,0
2017,VISUAL EFFECTS,Steve Emerson  Oliver Jones  Brian McLean and Brad Schiff,Kubo and the Two Strings,0
2017,VISUAL EFFECTS,John Knoll  Mohen Leo  Hal Hickel and Neil Corbould,Rogue One: A Star Wars Story,0
